1030,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",23.15
1031,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","West Oakland Station","1451 7th Street, Oakland, CA 94607",2.97
1032,"MacArthur Station","555 40th Street, Oakland, CA 94609","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",1.87
1033,"MacArthur Station","555 40th Street, Oakland, CA 94609","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",11.95
1034,"MacArthur Station","555 40th Street, Oakland, CA 94609","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",1.59
1035,"MacArthur Station","555 40th Street, Oakland, CA 94609","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",13.09
1036,"MacArthur Station","555 40th Street, Oakland, CA 94609","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",2.07
1037,"MacArthur Station","555 40th Street, Oakland, CA 94609","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",15.7
1038,"MacArthur Station","555 40th Street, Oakland, CA 94609","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",13.94
1039,"MacArthur Station","555 40th Street, Oakland, CA 94609","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",16.15
1040,"MacArthur Station","555 40th Street, Oakland, CA 94609","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",10.67
1041,"MacArthur Station","555 40th Street, Oakland, CA 94609","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",9.39
1042,"MacArthur Station","555 40th Street, Oakland, CA 94609","Colma Station","365 D Street, Colma, CA 94014",18.68
1043,"MacArthur Station","555 40th Street, Oakland, CA 94609","Concord Station","1451 Oakland Avenue, Concord, CA 94520",19.71
1044,"MacArthur Station","555 40th Street, Oakland, CA 94609","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",17.74
1045,"MacArthur Station","555 40th Street, Oakland, CA 94609","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",3.03
1046,"MacArthur Station","555 40th Street, Oakland, CA 94609","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",26.11
1047,"MacArthur Station","555 40th Street, Oakland, CA 94609","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",9.13
1048,"MacArthur Station","555 40th Street, Oakland, CA 94609","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",7.81
1049,"MacArthur Station","555 40th Street, Oakland, CA 94609","Embarcadero Station","298 Market Street, San Francisco, CA 94111",9.92
1050,"MacArthur Station","555 40th Street, Oakland, CA 94609","Fremont Station","2000 BART Way, Fremont, CA 94536",30.44
1051,"MacArthur Station","555 40th Street, Oakland, CA 94609","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",7.1
1052,"MacArthur Station","555 40th Street, Oakland, CA 94609","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",14.84
1053,"MacArthur Station","555 40th Street, Oakland, CA 94609","Hayward Station","699 'B' Street, Hayward, CA 94541",16.59
1054,"MacArthur Station","555 40th Street, Oakland, CA 94609","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",10.63
1055,"MacArthur Station","555 40th Street, Oakland, CA 94609","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",2.62
1056,"MacArthur Station","555 40th Street, Oakland, CA 94609","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",23.43
1057,"MacArthur Station","555 40th Street, Oakland, CA 94609","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",10.4
1058,"MacArthur Station","555 40th Street, Oakland, CA 94609","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",3.8
1059,"MacArthur Station","555 40th Street, Oakland, CA 94609","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",22.17
1060,"MacArthur Station","555 40th Street, Oakland, CA 94609","Orinda Station","11 Camino Pablo, Orinda, CA 94563",6.92
1061,"MacArthur Station","555 40th Street, Oakland, CA 94609","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",26.66
1062,"MacArthur Station","555 40th Street, Oakland, CA 94609","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",15.5
1063,"MacArthur Station","555 40th Street, Oakland, CA 94609","Powell St. Station","899 Market Street, San Francisco, CA 94102",10.39
1064,"MacArthur Station","555 40th Street, Oakland, CA 94609","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",10.68
1065,"MacArthur Station","555 40th Street, Oakland, CA 94609","Rockridge Station","5660 College Avenue, Oakland, CA 94618",1.77
1066,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",21.99
1067,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",22.9
1068,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",12.53
1069,"MacArthur Station","555 40th Street, Oakland, CA 94609","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",21.3
1070,"MacArthur Station","555 40th Street, Oakland, CA 94609","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",21.32
1071,"MacArthur Station","555 40th Street, Oakland, CA 94609","Union City Station","10 Union Square, Union City, CA 94587",24.68
1072,"MacArthur Station","555 40th Street, Oakland, CA 94609","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",13.84
1073,"MacArthur Station","555 40th Street, Oakland, CA 94609","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",24.92
1074,"MacArthur Station","555 40th Street, Oakland, CA 94609","West Oakland Station","1451 7th Street, Oakland, CA 94607",4.21
1075,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",24.27
1076,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",14.55
1077,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",23.74
1078,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",12.77
1079,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",24.16
1080,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",12.76
1081,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",24.0
1082,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",23.11
1083,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",14.16
1084,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",29.23
1085,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Colma Station","365 D Street, Colma, CA 94014",9.87
1086,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Concord Station","1451 Oakland Avenue, Concord, CA 94520",42.54
1087,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",11.02
1088,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",25.85
1089,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",36.84
1090,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",28.38
1091,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",27.07
1092,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Embarcadero Station","298 Market Street, San Francisco, CA 94111",15.38
1093,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Fremont Station","2000 BART Way, Fremont, CA 94536",31.25
1094,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",27.5
1095,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",12.54
1096,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Hayward Station","699 'B' Street, Hayward, CA 94541",21.55
1097,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",33.46
1098,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",25.18
1099,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","MacArthur Station","555 40th Street, Oakland, CA 94609",22.79
1100,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",15.04
1101,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",25.36
1102,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",45.0
1103,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Orinda Station","11 Camino Pablo, Orinda, CA 94563",29.75
1104,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",49.49
1105,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",38.33
1106,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Powell St. Station","899 Market Street, San Francisco, CA 94102",14.58
1107,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",29.94
1108,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Rockridge Station","5660 College Avenue, Oakland, CA 94618",24.52
1109,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",4.79
1110,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",5.4
1111,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",27.36
1112,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",22.11
1113,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",6.89
1114,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Union City Station","10 Union Square, Union City, CA 94587",25.49
1115,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",36.67
1116,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",35.64
1117,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","West Oakland Station","1451 7th Street, Oakland, CA 94607",22.63
1118,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.39
1119,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",2.2
1120,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",9.86
1121,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",4.32
1122,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",10.28
1123,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",7.35
1124,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.32
1125,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.53
1126,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",0.85
1127,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.92
1128,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Colma Station","365 D Street, Colma, CA 94014",10.33
1129,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Concord Station","1451 Oakland Avenue, Concord, CA 94520",28.66
1130,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",9.4
1131,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",11.97
1132,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.48
1133,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",14.5
1134,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",13.19
1135,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Embarcadero Station","298 Market Street, San Francisco, CA 94111",0.34
1136,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Fremont Station","2000 BART Way, Fremont, CA 94536",36.97
1137,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.62
1138,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",6.49
1139,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Hayward Station","699 'B' Street, Hayward, CA 94541",24.48
1140,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.58
1141,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.3
1142,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","MacArthur Station","555 40th Street, Oakland, CA 94609",8.91
1143,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",14.65
1144,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",11.48
1145,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",31.12
1146,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Orinda Station","11 Camino Pablo, Orinda, CA 94563",15.87
1147,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.61
1148,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.45
1149,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Powell St. Station","899 Market Street, San Francisco, CA 94102",0.41
1150,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",16.06
1151,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.64
1152,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",13.22
1153,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",14.12
1154,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.05
1155,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",27.83
1156,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",12.55
1157,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Union City Station","10 Union Square, Union City, CA 94587",31.21
1158,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",22.79
1159,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.29
1160,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","West Oakland Station","1451 7th Street, Oakland, CA 94607",8.75
1161,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",7.6
1162,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",13.58
1163,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",7.07
1164,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",14.72
1165,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",2.06
1166,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",17.33
1167,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",19.53
1168,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",21.74
1169,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.29
1170,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",13.93
1171,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Colma Station","365 D Street, Colma, CA 94014",20.3
1172,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Concord Station","1451 Oakland Avenue, Concord, CA 94520",22.03
1173,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",19.37
1174,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",1.13
1175,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",31.7
1176,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",6.01
1177,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",3.38
1178,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Embarcadero Station","298 Market Street, San Francisco, CA 94111",11.55
1179,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Fremont Station","2000 BART Way, Fremont, CA 94536",34.98
1180,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",11.64
1181,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",16.46
1182,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Hayward Station","699 'B' Street, Hayward, CA 94541",22.18
1183,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",12.95
1184,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",8.52
1185,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","MacArthur Station","555 40th Street, Oakland, CA 94609",3.54
1186,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",25.05
1187,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",12.02
1188,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",29.15
1189,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Orinda Station","11 Camino Pablo, Orinda, CA 94563",9.24
1190,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",33.62
1191,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",17.82
1192,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Powell St. Station","899 Market Street, San Francisco, CA 94102",12.01
1193,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",7.56
1194,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Rockridge Station","5660 College Avenue, Oakland, CA 94618",3.77
1195,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",23.62
1196,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",24.52
1197,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",17.07
1198,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",25.84
1199,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.95
1200,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Union City Station","10 Union Square, Union City, CA 94587",29.22
1201,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",16.15
1202,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",30.51
1203,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","West Oakland Station","1451 7th Street, Oakland, CA 94607",6.61
1204,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",24.24
1205,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",32.97
1206,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",23.71
1207,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",34.11
1208,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",22.47
1209,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",36.72
1210,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",37.64
1211,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",33.87
1212,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",31.68
1213,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",30.41
1214,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Colma Station","365 D Street, Colma, CA 94014",39.69
1215,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Concord Station","1451 Oakland Avenue, Concord, CA 94520",2.92
1216,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",38.76
1217,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",23.44
1218,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",26.73
1219,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",24.11
1220,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",26.47
1221,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Embarcadero Station","298 Market Street, San Francisco, CA 94111",30.94
1222,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Fremont Station","2000 BART Way, Fremont, CA 94536",42.29
1223,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",28.11
1224,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",35.85
1225,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Hayward Station","699 'B' Street, Hayward, CA 94541",35.49
1226,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",12.07
1227,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",25.16
1228,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","MacArthur Station","555 40th Street, Oakland, CA 94609",22.11
1229,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",44.44
1230,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",31.41
